id,goal,trajectory,image_filename,points,timestamp
22eaec95-2a4d-4ced-a419-7b0c7e3798cf,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [2, [40, 160]], [1, [40, 170]], [2, [30, 170]], [1, [30, 180]], [2, [20, 180]], [5, [20, 180]]]",f72c5685-0954-48bf-9cb9-997ab5217e26.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(3,165)-(41,202)""}",2025-01-04T10:22:59
ed74d8ad-a096-48e2-8cbe-6b85356a4d56,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [3, [60, 100]], [1, [60, 110]], [3, [70, 110]], [1, [70, 120]], [3, [80, 120]], [1, [80, 130]], [3, [90, 130]], [1, [90, 140]], [3, [100, 140]], [5, [100, 140]]]",352d61e0-ffed-4ddb-b579-297d232b7cbe.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(69,103)-(136,170)""}",2025-01-04T10:23:19
9cb72979-cf5a-4634-bd7c-5536c6b8ca6f,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [3, [60, 160]], [5, [60, 160]]]",05799e2b-ab15-451c-ae1f-65779cbd7b82.png,"{""#1"": ""(12,109)-(110,206)"", ""#2"": ""(0,0)-(160,50)""}",2025-01-04T10:32:47
2df02379-e516-4db0-b6e4-49465242403d,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [3, [60, 100]], [1, [60, 110]], [3, [70, 110]], [1, [70, 120]], [3, [80, 120]], [1, [80, 130]], [3, [90, 130]], [5, [90, 130]]]",da1b5ae5-c26a-4b01-8d9e-d5d62b45328d.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(55,99)-(125,169)""}",2025-01-04T10:33:03
ee5c65f5-1618-441e-bebd-9f42f716fb09,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [1, [50, 170]], [2, [40, 170]], [5, [40, 170]]]",ee994f75-71bd-42e2-ba5e-38c480054b12.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(22,151)-(69,198)""}",2025-01-04T10:33:14
2c418204-d1f4-4101-8526-0a167d3d2578,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [1, [50, 170]], [2, [40, 170]], [5, [40, 170]]]",f78b3cb7-03d3-4f41-ae30-0884baf2248b.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(5,133)-(77,206)""}",2025-01-04T10:42:34
4f1eb197-5d21-47d1-a78c-b1270e3aef9c,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [2, [40, 130]], [5, [40, 130]]]",cba3a1fe-6091-474f-af93-0eae54d855c4.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(8,90)-(80,162)""}",2025-01-04T10:42:50
3d7d037f-7704-4cf0-9606-e69edac26205,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [3, [60, 130]], [1, [60, 140]], [3, [70, 140]], [5, [70, 140]]]",621b06c8-bed2-4e77-9515-01048215d764.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(37,109)-(101,173)""}",2025-01-04T10:43:01
631fc680-3476-44a6-aaa0-120648432ff0,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [1, [80, 140]], [3, [90, 140]], [1, [90, 150]], [3, [100, 150]], [1, [100, 160]], [3, [110, 160]], [5, [110, 160]]]",19b5ad9d-beb4-40fb-89b1-ef73d2658091.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(82,127)-(146,191)""}",2025-01-04T10:51:58
e71ed9a2-6e9d-4288-b25e-3451398fb45e,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [3, [60, 130]], [1, [60, 140]], [3, [70, 140]], [1, [70, 150]], [3, [80, 150]], [1, [80, 160]], [3, [90, 160]], [5, [90, 160]]]",f5d363da-8215-49e8-b50a-01d25689092e.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(46,122)-(130,205)""}",2025-01-04T10:52:11
017f34d5-6c9a-45a0-ad4d-631788ac7f7f,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [1, [80, 140]], [3, [90, 140]], [1, [90, 150]], [3, [100, 150]], [5, [100, 150]]]",8f8ee708-9828-4ca5-9d65-a535f278aa06.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(65,110)-(141,186)""}",2025-01-04T10:52:25
285daef0-b957-4ee1-a9f1-e24c681453d5,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [5, [50, 120]]]",a5ff5a21-8437-4d18-bd05-289482037682.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(12,87)-(89,163)""}",2025-01-04T11:01:44
8e6fd6ed-2d4f-43b4-9cc9-0e0c693fdb11,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [3, [60, 130]], [1, [60, 140]], [3, [70, 140]], [1, [70, 150]], [3, [80, 150]], [5, [80, 150]]]",69748961-5494-4e81-a88f-3dc7396ad137.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(44,116)-(106,178)""}",2025-01-04T11:01:56
c6888237-5640-4c04-9f8c-1f0f9af432d7,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [3, [60, 90]], [1, [60, 100]], [3, [70, 100]], [1, [70, 110]], [3, [80, 110]], [1, [80, 120]], [3, [90, 120]], [1, [90, 130]], [3, [100, 130]], [1, [100, 140]], [3, [110, 140]], [5, [110, 140]]]",b38fef05-3ed0-4203-8dae-91dfbeda55c7.png,"{""#1"": ""(65,95)-(155,185)"", ""#2"": ""(0,0)-(160,50)""}",2025-01-04T11:02:18
153b0489-33ba-47be-9ede-2208cf494816,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [1, [80, 140]], [3, [90, 140]], [1, [90, 150]], [3, [100, 150]], [5, [100, 150]]]",52ab957a-1b04-4019-87f7-5fcdf3314f24.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(59,108)-(148,198)""}",2025-01-04T11:11:55
691170f1-47a0-4147-8794-8ae1f603f3a9,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [3, [60, 100]], [1, [60, 110]], [3, [70, 110]], [1, [70, 120]], [3, [80, 120]], [1, [80, 130]], [3, [90, 130]], [5, [90, 130]]]",bb439d67-8441-42aa-ae10-7eeed1c587c8.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(67,101)-(120,154)""}",2025-01-04T11:12:10
494ac2b0-1425-47b1-9ea0-9c7577fd6f08,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [1, [80, 140]], [3, [90, 140]], [1, [90, 150]], [3, [100, 150]], [1, [100, 160]], [3, [110, 160]], [1, [110, 170]], [3, [120, 170]], [5, [120, 170]]]",324e6a8a-0a5d-4455-8dd5-ad798f78c41f.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(86,137)-(154,205)""}",2025-01-04T11:12:27
3beacf67-4d01-4d04-a4a1-726beaf633fa,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [2, [40, 130]], [1, [40, 140]], [2, [30, 140]], [5, [30, 140]]]",66fa3006-cfb6-47af-a94e-7902ede42960.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(13,119)-(56,162)""}",2025-01-04T11:22:31
98f15821-df89-489a-877b-a75351528a2f,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [3, [60, 120]], [1, [60, 130]], [3, [70, 130]], [1, [70, 140]], [3, [80, 140]], [1, [80, 150]], [3, [90, 150]], [1, [90, 160]], [3, [100, 160]], [1, [100, 170]], [3, [110, 170]], [5, [110, 170]]]",52a00691-61f3-485d-b7da-0448401a89da.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(76,138)-(139,201)""}",2025-01-04T11:23:52
983e5775-7c61-421f-9871-f8907b82b9f6,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [3, [60, 120]], [1, [60, 130]], [3, [70, 130]], [1, [70, 140]], [3, [80, 140]], [5, [80, 140]]]",89a31e31-13ef-4605-969d-15f7dd8cd2f4.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(39,99)-(119,179)""}",2025-01-04T11:25:04
9a565b02-5a53-4eda-a23f-0aaf1b20e9f8,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [5, [80, 130]]]",4d26146f-f7b1-4f23-a69e-a3f65ad57337.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(56,110)-(101,155)""}",2025-01-12T09:50:07
05117efb-afd4-4c65-916d-8cdd8e49b15c,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [2, [40, 140]], [5, [40, 140]]]",d280774c-6bd9-4338-a877-92362ffb20ae.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(13,105)-(78,169)""}",2025-01-12T09:50:15
7c3c4212-4e58-433a-a15a-1a61d1206a72,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [2, [40, 150]], [5, [40, 150]]]",74f8aaf4-4e5a-4f79-8cb7-1233eae878b6.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(7,117)-(68,177)""}",2025-01-12T09:50:28
a3987940-a42d-472b-af81-9a175b52d173,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [5, [50, 130]]]",8d922cb3-3ac2-4d54-9247-bf2460c3e504.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(18,104)-(80,165)""}",2025-01-12T09:57:48
d5335262-ff5c-4c6e-a67a-07e054a92afd,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [5, [50, 150]]]",82d01b1d-58ed-4f1c-8061-ff11ecb45acd.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(18,112)-(89,184)""}",2025-01-12T09:57:55
7908ca1f-7d70-45f5-aa3d-0e6ec5f1c620,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [3, [60, 90]], [1, [60, 100]], [3, [70, 100]], [1, [70, 110]], [3, [80, 110]], [5, [80, 110]]]",fe77ed21-662e-446f-b56d-e3e15cad5519.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(59,88)-(103,132)""}",2025-01-12T09:58:03
291d5e9a-bd77-443c-86ea-812a327b5716,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [3, [60, 140]], [5, [60, 140]]]",70e08954-30b7-427c-8527-27dcc0e8e1e9.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(16,100)-(97,181)""}",2025-01-12T10:04:48
9f8445dd-9473-4ab8-a136-c0914e37e542,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [3, [60, 100]], [1, [60, 110]], [3, [70, 110]], [1, [70, 120]], [3, [80, 120]], [1, [80, 130]], [3, [90, 130]], [1, [90, 140]], [3, [100, 140]], [5, [100, 140]]]",612e9013-d51c-4db1-b6bf-93597bb689bf.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(66,101)-(144,178)""}",2025-01-12T10:04:56
6a4ba1a4-888e-4301-b2bc-a5f7d0aa362d,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [3, [60, 90]], [1, [60, 100]], [3, [70, 100]], [1, [70, 110]], [3, [80, 110]], [1, [80, 120]], [3, [90, 120]], [1, [90, 130]], [3, [100, 130]], [1, [100, 140]], [3, [110, 140]], [1, [110, 150]], [3, [120, 150]], [5, [120, 150]]]",55a0cdfc-9a65-47c9-9954-890b995ad3e2.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(77,108)-(155,187)""}",2025-01-12T10:05:06
c34c23c2-6b53-45e8-a562-2f2ab9dd7797,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [1, [50, 170]], [1, [50, 180]], [3, [60, 180]], [5, [60, 180]]]",94629505-25eb-4e26-a065-eefba51f2bb9.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(41,155)-(81,195)""}",2025-01-12T10:12:15
f9e571cd-a71f-44c6-bb87-03f26ef28622,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [2, [40, 160]], [5, [40, 160]]]",5d211724-ed79-4128-8622-15402a4d42b9.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(9,133)-(74,197)""}",2025-01-12T10:12:26
5ff7adca-e5e2-423b-acd9-3001473cd636,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [1, [50, 170]], [1, [50, 180]], [2, [40, 180]], [5, [40, 180]]]",6e1af9a6-dfbb-4aee-b24a-b251ca1a28d0.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(8,144)-(73,209)""}",2025-01-12T10:12:36
767afa73-4c93-49af-93a8-2a4b17515e79,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [3, [60, 160]], [1, [60, 170]], [3, [70, 170]], [5, [70, 170]]]",19ca51d5-aaf2-464f-8f36-2370dd3bdf71.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(41,138)-(98,195)""}",2025-01-12T10:19:39
472171f9-6f12-4d63-ab23-b5b95a751ab8,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [3, [60, 90]], [1, [60, 100]], [3, [70, 100]], [1, [70, 110]], [3, [80, 110]], [1, [80, 120]], [3, [90, 120]], [1, [90, 130]], [3, [100, 130]], [1, [100, 140]], [3, [110, 140]], [1, [110, 150]], [3, [120, 150]], [5, [120, 150]]]",25469b79-8668-4797-8a56-706cf929c420.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(87,124)-(145,182)""}",2025-01-12T10:19:47
7bfc7e64-a690-42b9-a5bd-b17e2c8ba54e,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [3, [60, 100]], [1, [60, 110]], [3, [70, 110]], [1, [70, 120]], [3, [80, 120]], [1, [80, 130]], [3, [90, 130]], [1, [90, 140]], [3, [100, 140]], [1, [100, 150]], [3, [110, 150]], [5, [110, 150]]]",df0019ca-f6fc-4c03-8887-10f7bfee317b.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(91,129)-(138,176)""}",2025-01-12T10:19:57
cae3a236-4dde-4755-90c9-cf52a017e04c,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [3, [60, 130]], [5, [60, 130]]]",7d026373-2f7d-4da5-8c83-b862dbdbdead.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(41,112)-(83,154)""}",2025-01-12T10:26:51
ff120b3b-d0dc-451e-9c07-d6f5d061492e,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [3, [60, 110]], [1, [60, 120]], [3, [70, 120]], [1, [70, 130]], [3, [80, 130]], [1, [80, 140]], [3, [90, 140]], [1, [90, 150]], [3, [100, 150]], [5, [100, 150]]]",8d7f92a9-5599-4d95-880c-703fea1c49b0.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(79,126)-(127,173)""}",2025-01-12T10:26:59
63366767-9ba9-4dcb-9be7-892f893f4d31,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [1, [50, 170]], [1, [50, 180]], [3, [60, 180]], [5, [60, 180]]]",3a0cb3c0-fb13-41c6-a6f4-d0864903ab46.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(42,161)-(85,205)""}",2025-01-12T10:27:08
d2a06256-aae4-4140-813b-82378004f458,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [3, [60, 130]], [1, [60, 140]], [3, [70, 140]], [1, [70, 150]], [3, [80, 150]], [1, [80, 160]], [3, [90, 160]], [5, [90, 160]]]",554f0f25-24a1-4a83-878b-dc1a2a3367f3.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(74,139)-(114,179)""}",2025-01-12T10:33:42
3c797feb-fa68-46cf-9638-e3ed681730b1,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [3, [60, 140]], [1, [60, 150]], [3, [70, 150]], [5, [70, 150]]]",6e920a11-20d9-4bb7-a43d-b5386418dc40.png,"{""#1"": ""(19,102)-(115,198)"", ""#2"": ""(0,0)-(160,50)""}",2025-01-12T10:33:51
ce14d52e-5102-475d-8288-acc934324f54,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [3, [60, 150]], [1, [60, 160]], [3, [70, 160]], [5, [70, 160]]]",fbb25260-542d-4765-b792-9131738af682.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(42,131)-(105,194)""}",2025-01-12T10:34:00
3226a8e2-f920-4fb5-8e6b-cf75430c40a9,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [3, [60, 90]], [1, [60, 100]], [3, [70, 100]], [1, [70, 110]], [3, [80, 110]], [1, [80, 120]], [3, [90, 120]], [1, [90, 130]], [3, [100, 130]], [1, [100, 140]], [3, [110, 140]], [5, [110, 140]]]",5baea74c-0c20-46f1-9ead-4db37a439e96.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(79,116)-(134,171)""}",2025-01-12T10:40:50
dad66b9c-2a42-40c6-b963-081ffb5311e9,Click the button.,"[[1, [50, 60]], [1, [50, 70]], [1, [50, 80]], [1, [50, 90]], [1, [50, 100]], [1, [50, 110]], [1, [50, 120]], [1, [50, 130]], [1, [50, 140]], [1, [50, 150]], [1, [50, 160]], [5, [50, 160]]]",eb8cfe8d-aadb-4701-b80f-f87315d03d36.png,"{""#1"": ""(0,0)-(160,50)"", ""#2"": ""(21,125)-(88,192)""}",2025-01-12T10:40:59
